TargetName	HUGOSymbol	TargetGroup	AnalyteType	Codeclass	Pooling	CorrelationToNegatives	GlobalOutliers
PRKAR1B	PRKAR1B	All Probes;Intracellular signaling by second messengers;Signaling by Hedgehog;Factors involved in megakaryocyte development and platelet production;Transport of small molecules;Neuronal System;GPCR downstream signalling	RNA	Endogenous	01	0.919257399920373	0
PRKAR2A	PRKAR2A	All Probes;Intracellular signaling by second messengers;Signaling by Hedgehog;Factors involved in megakaryocyte development and platelet production;Transport of small molecules;Neuronal System;Axon guidance;GPCR downstream signalling	RNA	Endogenous	01	0.818934799334851	0
PRKAR2B	PRKAR2B	All Probes;Intracellular signaling by second messengers;Cell Cycle;Organelle biogenesis and maintenance;Signaling by Hedgehog;Factors involved in megakaryocyte development and platelet production;Transport of small molecules;Neuronal System;GPCR downstream signalling	RNA	Endogenous	01	0.900340969643267	0
PRKCA	PRKCA	All Probes;Intracellular signaling by second messengers;Cell Cycle;Signaling by Rho GTPases;Signaling by VEGF;Signaling by WNT;Neuronal System;Axon guidance;Metabolism of RNA;GPCR downstream signalling;Platelet activation, signaling and aggregation;Extracellular matrix organization	RNA	Endogenous	01	0.522828218530046	0
PRKCB	PRKCB	All Probes;Cell Cycle;Signaling by Rho GTPases;Signaling by VEGF;Signaling by WNT;Transcriptional regulation by RUNX1;Signaling by the B Cell Receptor (BCR);Neuronal System;GPCR downstream signalling;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.760615743566342	0
PRKCD	PRKCD	All Probes;Intracellular signaling by second messengers;Signaling by Rho GTPases;Signaling by VEGF;Neutrophil degranulation;C-type lectin receptors (CLRs);Interferon Signaling;Programmed Cell Death;Metabolism of RNA;GPCR downstream signalling;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.795575706100342	0
PRKCE	PRKCE	All Probes;Intracellular signaling by second messengers;GPCR downstream signalling;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.873436309198622	0
PRKCG	PRKCG	All Probes;Intracellular signaling by second messengers;Signaling by WNT;Neuronal System;GPCR downstream signalling;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.82641902310045	0
PRKDC	PRKDC	All Probes;DNA Repair;Post-translational protein modification	RNA	Endogenous	01	0.536106364418622	0
PRL	PRL	All Probes;Growth hormone receptor signaling;Amyloid fiber formation	RNA	Endogenous	01	0.916025375261233	0
PRLR	PRLR	All Probes;Growth hormone receptor signaling	RNA	Endogenous	01	0.307920839427674	0
PRMT8	PRMT8	All Probes	RNA	Endogenous	01	0.821136077945368	0
PRR5	PRR5	All Probes;Intracellular signaling by second messengers;Signaling by VEGF;Transcriptional Regulation by TP53;Costimulation by the CD28 family;Diseases of signal transduction	RNA	Endogenous	01	0.791582571769933	0
PSEN1	PSEN1	All Probes;Signaling by ERBB4;Neutrophil degranulation;Signaling by NOTCH;Diseases of signal transduction;Death Receptor Signalling;Axon guidance;Extracellular matrix organization	RNA	Endogenous	01	0.685988859260668	0
PSEN2	PSEN2	All Probes;Signaling by ERBB4;Signaling by NOTCH;Diseases of signal transduction;Death Receptor Signalling;Axon guidance	RNA	Endogenous	01	0.550226120831179	0
PSMB10	PSMB10	All Probes;TCR signaling;FLT3 Signaling;Intracellular signaling by second messengers;Cell Cycle;C-type lectin receptors (CLRs);Cellular responses to external stimuli;Signaling by NOTCH;Fc epsilon receptor (FCERI) signaling;Post-translational protein modification;Diseases of signal transduction;Signaling by Hedgehog;Signaling by WNT;MAPK family signaling cascades;Transcriptional regulation by RUNX1;Transcriptional regulation by RUNX2;Class I MHC mediated antigen processing & presentation;Interleukin-1 family signaling;Signaling by the B Cell Receptor (BCR);Transport of small molecules;Axon guidance;Programmed Cell Death;Metabolism of RNA;TNFR2 non-canonical NF-kB pathway;Metabolism of amino acids and derivatives	RNA	Endogenous	01	0.838140851735545	0
PSMB5	PSMB5	All Probes;TCR signaling;FLT3 Signaling;Intracellular signaling by second messengers;Cell Cycle;C-type lectin receptors (CLRs);Cellular responses to external stimuli;Signaling by NOTCH;Fc epsilon receptor (FCERI) signaling;Post-translational protein modification;Diseases of signal transduction;Signaling by Hedgehog;Signaling by WNT;MAPK family signaling cascades;Transcriptional regulation by RUNX1;Transcriptional regulation by RUNX2;Class I MHC mediated antigen processing & presentation;Interleukin-1 family signaling;Signaling by the B Cell Receptor (BCR);Transport of small molecules;Axon guidance;Programmed Cell Death;Metabolism of RNA;TNFR2 non-canonical NF-kB pathway;Metabolism of amino acids and derivatives	RNA	Endogenous	01	0.439337302786711	0
PSMB7	PSMB7	All Probes;TCR signaling;FLT3 Signaling;Intracellular signaling by second messengers;Cell Cycle;Neutrophil degranulation;C-type lectin receptors (CLRs);Cellular responses to external stimuli;Signaling by NOTCH;Fc epsilon receptor (FCERI) signaling;Post-translational protein modification;Diseases of signal transduction;Signaling by Hedgehog;Signaling by WNT;MAPK family signaling cascades;Transcriptional regulation by RUNX1;Transcriptional regulation by RUNX2;Class I MHC mediated antigen processing & presentation;Interleukin-1 family signaling;Signaling by the B Cell Receptor (BCR);Transport of small molecules;Axon guidance;Programmed Cell Death;Metabolism of RNA;TNFR2 non-canonical NF-kB pathway;Metabolism of amino acids and derivatives	RNA	Endogenous	01	0.690816421541552	0
PSMB8	PSMB8	All Probes;TCR signaling;FLT3 Signaling;Intracellular signaling by second messengers;Cell Cycle;C-type lectin receptors (CLRs);Cellular responses to external stimuli;Signaling by NOTCH;Fc epsilon receptor (FCERI) signaling;Post-translational protein modification;Diseases of signal transduction;Signaling by Hedgehog;Signaling by WNT;Interferon Signaling;MAPK family signaling cascades;Transcriptional regulation by RUNX1;Transcriptional regulation by RUNX2;Class I MHC mediated antigen processing & presentation;Interleukin-1 family signaling;Signaling by the B Cell Receptor (BCR);Transport of small molecules;Axon guidance;Programmed Cell Death;Metabolism of RNA;TNFR2 non-canonical NF-kB pathway;Metabolism of amino acids and derivatives	RNA	Endogenous	01	0.711331961237974	0
PSMB9	PSMB9	All Probes;TCR signaling;FLT3 Signaling;Intracellular signaling by second messengers;Cell Cycle;C-type lectin receptors (CLRs);Cellular responses to external stimuli;Signaling by NOTCH;Fc epsilon receptor (FCERI) signaling;Post-translational protein modification;Diseases of signal transduction;Signaling by Hedgehog;Signaling by WNT;MAPK family signaling cascades;Transcriptional regulation by RUNX1;Transcriptional regulation by RUNX2;Class I MHC mediated antigen processing & presentation;Interleukin-1 family signaling;Signaling by the B Cell Receptor (BCR);Transport of small molecules;Axon guidance;Programmed Cell Death;Metabolism of RNA;TNFR2 non-canonical NF-kB pathway;Metabolism of amino acids and derivatives	RNA	Endogenous	01	0.832212429203656	0
PSMD7	PSMD7	All Probes;TCR signaling;FLT3 Signaling;Intracellular signaling by second messengers;Cell Cycle;Neutrophil degranulation;C-type lectin receptors (CLRs);Cellular responses to external stimuli;Signaling by NOTCH;Fc epsilon receptor (FCERI) signaling;Post-translational protein modification;Diseases of signal transduction;Signaling by Hedgehog;Signaling by WNT;MAPK family signaling cascades;Transcriptional regulation by RUNX1;Transcriptional regulation by RUNX2;Class I MHC mediated antigen processing & presentation;Interleukin-1 family signaling;Signaling by the B Cell Receptor (BCR);Transport of small molecules;Axon guidance;Programmed Cell Death;Metabolism of RNA;TNFR2 non-canonical NF-kB pathway;Metabolism of amino acids and derivatives	RNA	Endogenous	01	0.453716406780876	0
PTCD2	PTCD2	All Probes	RNA	Endogenous	01	0.915870831912237	0
PTCH1	PTCH1	All Probes;Signaling by Hedgehog;GPCR ligand binding	RNA	Endogenous	01	0.57023278772663	0
PTEN	PTEN	All Probes;TCR signaling;Intracellular signaling by second messengers;Transcriptional Regulation by TP53;Post-translational protein modification;Diseases of signal transduction;Metabolism of lipids;Inositol phosphate metabolism	RNA	Endogenous	01	0.900679564054518	0
PTGDR2	PTGDR2	All Probes;GPCR ligand binding;GPCR downstream signalling	RNA	Endogenous	01	0.923758651499394	0
PTGS2	PTGS2	All Probes;Metabolism of vitamins and cofactors;Interleukin-10 signaling;Interleukin-4 and Interleukin-13 signaling;Metabolism of lipids	RNA	Endogenous	01	0.550055335616962	0
PTPN11	PTPN11	All Probes;Interleukin-6 family signaling;FLT3 Signaling;Intracellular signaling by second messengers;Signaling by PDGF;Cell-Cell communication;Costimulation by the CD28 family;Diseases of signal transduction;Interferon Signaling;MAPK family signaling cascades;Transcriptional regulation by RUNX1;Interleukin-20 family signaling;Signaling by FGFR;Interleukin-1 family signaling;Signaling by EGFR;Signaling by Leptin;Cell surface interactions at the vascular wall;Axon guidance;Signaling by NTRKs;Toll-like Receptor Cascades;Platelet activation, signaling and aggregation;Platelet homeostasis	RNA	Endogenous	01	0.559008444716331	0
PTPN5	PTPN5	All Probes;Interleukin-1 family signaling	RNA	Endogenous	01	0.925952429377954	0
PTPRC	PTPRC	All Probes;TCR signaling;Neutrophil degranulation;Axon guidance	RNA	Endogenous	01	0.638126458430456	0
PTPRR	PTPRR	All Probes	RNA	Endogenous	01	0.917264951036622	0
PVR	PVR	All Probes;Cell-Cell communication;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	01	0.723786866305913	0
RAC1	RAC1	All Probes;Intracellular signaling by second messengers;Signaling by Rho GTPases;Signaling by VEGF;Neutrophil degranulation;Costimulation by the CD28 family;Fc epsilon receptor (FCERI) signaling;Diseases of signal transduction;Signaling by WNT;MAPK family signaling cascades;DAP12 interactions;Factors involved in megakaryocyte development and platelet production;Death Receptor Signalling;Signaling by PTK6;Neuronal System;Vesicle-mediated transport;Axon guidance;Signaling by NTRKs;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.72539673719705	0
RAC2	RAC2	All Probes;Intracellular signaling by second messengers;Signaling by Rho GTPases;Diseases of signal transduction;Signaling by WNT;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.67849121863222	0
RAD21	RAD21	All Probes;Cell Cycle;Signaling by Nuclear Receptors;Post-translational protein modification	RNA	Endogenous	01	0.645263258914272	0
RAD50	RAD50	All Probes;Cell Cycle;Cellular responses to external stimuli;Transcriptional Regulation by TP53;DNA Repair	RNA	Endogenous	01	0.564704313163032	0
RAD51	RAD51	All Probes;Cell Cycle;DNA Repair	RNA	Endogenous	01	0.897771707048582	0.333333333333333
RAD51C	RAD51C	All Probes;Cell Cycle;DNA Repair;Factors involved in megakaryocyte development and platelet production	RNA	Endogenous	01	0.867077054886001	0
RAD52	RAD52	All Probes;DNA Repair;Post-translational protein modification	RNA	Endogenous	01	0.67771761657415	0
RAF1	RAF1	All Probes;FLT3 Signaling;C-type lectin receptors (CLRs);Diseases of signal transduction;MAPK family signaling cascades;Transport of small molecules;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.847843091613642	0
RAG1	RAG1	All Probes;MAPK family signaling cascades;Interleukin-7 signaling	RNA	Endogenous	01	0.928134943622516	0
RASAL1	RASAL1	All Probes;FLT3 Signaling;MAPK family signaling cascades	RNA	Endogenous	01	0.876766267810246	0
RASGRF1	RASGRF1	All Probes;FLT3 Signaling;MAPK family signaling cascades;Neuronal System	RNA	Endogenous	01	0.903381028384385	0
RASGRF2	RASGRF2	All Probes;FLT3 Signaling;Signaling by Rho GTPases;MAPK family signaling cascades;Death Receptor Signalling;Neuronal System;GPCR downstream signalling	RNA	Endogenous	01	0.866666994500674	0
RASGRP2	RASGRP2	All Probes;Fc epsilon receptor (FCERI) signaling;GPCR downstream signalling;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.657149486145926	0
RB1	RB1	All Probes;Cell Cycle;Cellular responses to external stimuli;Transcriptional regulation by RUNX2	RNA	Endogenous	01	0.88585596144154	0
RBL2	RBL2	All Probes;Cell Cycle;Transcriptional Regulation by TP53;FOXO-mediated transcription	RNA	Endogenous	01	0.569719985943182	0
RBX1	RBX1	All Probes;FLT3 Signaling;Cell Cycle;Cellular responses to external stimuli;Signaling by NOTCH;DNA Repair;Post-translational protein modification;Diseases of signal transduction;Signaling by Hedgehog;Signaling by WNT;MAPK family signaling cascades;Transcriptional regulation by RUNX2;Class I MHC mediated antigen processing & presentation;Interleukin-1 family signaling;Axon guidance	RNA	Endogenous	01	0.549886456088894	0
REL	REL	All Probes;Signaling by the B Cell Receptor (BCR)	RNA	Endogenous	01	0.854169316365442	0
RELA	RELA	All Probes;TCR signaling;Transcriptional regulation of white adipocyte differentiation;C-type lectin receptors (CLRs);Cellular responses to external stimuli;Fc epsilon receptor (FCERI) signaling;Chromatin modifying enzymes;Post-translational protein modification;Interleukin-1 family signaling;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Signaling by the B Cell Receptor (BCR);Death Receptor Signalling;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades	RNA	Endogenous	01	0.71684772586452	0
RELB	RELB	All Probes;C-type lectin receptors (CLRs);TNFR2 non-canonical NF-kB pathway	RNA	Endogenous	01	0.809271056835414	0
RELN	RELN	All Probes;Axon guidance	RNA	Endogenous	01	0.88646341985765	0
REN	REN	All Probes;Peptide hormone metabolism	RNA	Endogenous	01	0.889917290929316	0
REPS1	REPS1	All Probes;Vesicle-mediated transport	RNA	Endogenous	01	0.861836539422533	0
RET	RET	All Probes;FLT3 Signaling;MAPK family signaling cascades;Axon guidance	RNA	Endogenous	01	0.844628223794509	0
RFC3	RFC3	All Probes;Cell Cycle;Transcriptional Regulation by TP53;DNA Repair	RNA	Endogenous	01	0.842697585153275	0
RFC4	RFC4	All Probes;Cell Cycle;Transcriptional Regulation by TP53;DNA Repair	RNA	Endogenous	01	0.789114100763836	0
RHOA	RHOA	All Probes;Signaling by Rho GTPases;Signaling by VEGF;Neutrophil degranulation;Post-translational protein modification;Signaling by WNT;Signaling by TGF-beta family members;Death Receptor Signalling;Signaling by PTK6;Axon guidance;Signaling by NTRKs;GPCR downstream signalling;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.854417148443789	0
RICTOR	RICTOR	All Probes;Intracellular signaling by second messengers;Signaling by VEGF;Transcriptional Regulation by TP53;Costimulation by the CD28 family;Diseases of signal transduction	RNA	Endogenous	01	0.838389354027707	0
RIPK1	RIPK1	All Probes;Post-translational protein modification;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Death Receptor Signalling;Transport of small molecules;Programmed Cell Death;Toll-like Receptor Cascades	RNA	Endogenous	01	0.759664993825101	0
RIPK2	RIPK2	All Probes;TCR signaling;Interleukin-17 signaling;Post-translational protein modification;Interleukin-1 family signaling;Death Receptor Signalling;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Toll-like Receptor Cascades	RNA	Endogenous	01	0.924145787745288	0
RNF43	RNF43	All Probes;Diseases of signal transduction;Signaling by WNT	RNA	Endogenous	01	0.37750709091853	0
RNLS	RNLS	All Probes;Metabolism of vitamins and cofactors	RNA	Endogenous	01	0.892546646217385	0
ROCK1	ROCK1	All Probes;Signaling by Rho GTPases;Signaling by VEGF;Neutrophil degranulation;Axon guidance;Programmed Cell Death;GPCR downstream signalling	RNA	Endogenous	01	0.846292650513431	0
ROPN1	ROPN1	All Probes;Signaling by Rho GTPases	RNA	Endogenous	01	0.889361221469731	0
ROR2	ROR2	All Probes;Signaling by WNT	RNA	Endogenous	01	0.875491393072965	0
RORA	RORA	All Probes;Post-translational protein modification;Interleukin-4 and Interleukin-13 signaling;Metabolism of lipids;Circadian Clock	RNA	Endogenous	01	0.853766811196665	0
RPA3	RPA3	All Probes;Cell Cycle;Cellular responses to external stimuli;Transcriptional Regulation by TP53;DNA Repair	RNA	Endogenous	01	0.926019942422351	0
RPL7A	RPL7A	All Probes;Translation;Axon guidance;Metabolism of RNA;Metabolism of amino acids and derivatives	RNA	Endogenous	01	0.850720301361509	0
RPS27A	RPS27A	All Probes;Signaling by ERBB4;TCR signaling;FLT3 Signaling;Intracellular signaling by second messengers;Cell Cycle;Translation;Interleukin-17 signaling;C-type lectin receptors (CLRs);Cellular responses to external stimuli;Protein localization;Signaling by NOTCH;Transcriptional Regulation by TP53;Fc epsilon receptor (FCERI) signaling;DNA Repair;Post-translational protein modification;Diseases of signal transduction;Signaling by Hedgehog;Signaling by WNT;Interferon Signaling;MAPK family signaling cascades;Transcriptional regulation by RUNX1;Transcriptional regulation by RUNX2;Metabolism of carbohydrates;Class I MHC mediated antigen processing & presentation;Signaling by FGFR;Signaling by TGF-beta family members;Circadian Clock;Interleukin-1 family signaling;Signaling by EGFR;DDX58/IFIH1-mediated induction of interferon-alpha/beta;Signaling by the B Cell Receptor (BCR);Death Receptor Signalling;Transport of small molecules;Signaling by PTK6;Vesicle-mediated transport;Autophagy;Axon guidance;Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways;Programmed Cell Death;Metabolism of RNA;Toll-like Receptor Cascades;TNFR2 non-canonical NF-kB pathway;Amyloid fiber formation;Metabolism of amino acids and derivatives	RNA	Endogenous	01	0.759900828233932	0
RPS6	RPS6	All Probes;Translation;Axon guidance;mTOR signalling;Metabolism of RNA;Metabolism of amino acids and derivatives	RNA	Endogenous	01	0.805057514008791	0
RPS6KA5	RPS6KA5	All Probes;Interleukin-17 signaling;C-type lectin receptors (CLRs);Axon guidance;Signaling by NTRKs;Toll-like Receptor Cascades	RNA	Endogenous	01	0.903001288475851	0
RPS6KA6	RPS6KA6	All Probes;Neuronal System;Axon guidance	RNA	Endogenous	01	0.927764281362248	0
RPS6KB1	RPS6KB1	All Probes;mTOR signalling	RNA	Endogenous	01	0.816135190682498	0
RPTOR	RPTOR	All Probes;Intracellular signaling by second messengers;Cellular responses to external stimuli;Transcriptional Regulation by TP53;Autophagy;mTOR signalling	RNA	Endogenous	01	0.553588585224556	0
RRAD	RRAD	All Probes	RNA	Endogenous	01	0.283621677538664	0
RRAS2	RRAS2	All Probes	RNA	Endogenous	01	0.570397792335786	0
RRM2	RRM2	All Probes;Cell Cycle;Metabolism of nucleotides	RNA	Endogenous	01	0.868760365348228	0
RSAD2	RSAD2	All Probes;Interferon Signaling	RNA	Endogenous	01	0.728833366904024	0
RUNX1T1	RUNX1T1	All Probes	RNA	Endogenous	01	0.889498966072915	0
RXRG	RXRG	All Probes;Signaling by Nuclear Receptors	RNA	Endogenous	01	0.834915673703102	0
SAMD9	SAMD9	All Probes	RNA	Endogenous	01	0.893230825107147	0
SAMSN1	SAMSN1	All Probes	RNA	Endogenous	01	0.706534704316353	0
SBNO2	SBNO2	All Probes	RNA	Endogenous	01	0.8008089004458	0
SELL	SELL	All Probes;Neutrophil degranulation;Cell surface interactions at the vascular wall;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	01	0.634290486381724	0
SELP	SELP	All Probes;Cell surface interactions at the vascular wall;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.872480267960187	0
SELPLG	SELPLG	All Probes;Cell surface interactions at the vascular wall	RNA	Endogenous	01	0.782036454725891	0
SERPINA1	SERPINA1	All Probes;Neutrophil degranulation;Post-translational protein modification;Vesicle-mediated transport;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.308471645992618	0
SERPINB5	SERPINB5	All Probes	RNA	Endogenous	01	0.921022198238611	0
SERPING1	SERPING1	All Probes;Complement cascade;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.818112441548115	0
SERPINH1	SERPINH1	All Probes;Extracellular matrix organization	RNA	Endogenous	01	0.436613378552037	0
SETBP1	SETBP1	All Probes	RNA	Endogenous	01	0.888480046569389	0
SETD2	SETD2	All Probes;Chromatin modifying enzymes	RNA	Endogenous	01	0.825581343358542	0
SF3B1	SF3B1	All Probes;Epigenetic regulation of gene expression;Metabolism of RNA	RNA	Endogenous	01	0.859887450405119	0
SFRP1	SFRP1	All Probes;Signaling by WNT	RNA	Endogenous	01	0.937542158210407	0
SFRP2	SFRP2	All Probes;Signaling by WNT	RNA	Endogenous	01	0.19074468289506	0
SFRP4	SFRP4	All Probes	RNA	Endogenous	01	0.40694893954406	0
SFXN1	SFXN1	All Probes	RNA	Endogenous	01	0.721687749956876	0
SGK2	SGK2	All Probes;Transport of small molecules	RNA	Endogenous	01	0.606452116159551	0
SH2B2	SH2B2	All Probes;Factors involved in megakaryocyte development and platelet production	RNA	Endogenous	01	0.846712651069495	0
SHC1	SHC1	All Probes;Signaling by ERBB4;FLT3 Signaling;Fc epsilon receptor (FCERI) signaling;Signaling by Nuclear Receptors;Diseases of signal transduction;Interleukin-2 family signaling;MAPK family signaling cascades;DAP12 interactions;Signaling by Erythropoietin;Signaling by FGFR;Signaling by EGFR;Cell surface interactions at the vascular wall;Axon guidance;Signaling by NTRKs;Platelet activation, signaling and aggregation;Unfolded Protein Response (UPR)	RNA	Endogenous	01	0.581429557204734	0
SHC2	SHC2	All Probes;FLT3 Signaling;Signaling by VEGF;MAPK family signaling cascades;Signaling by NTRKs	RNA	Endogenous	01	0.592762547381276	0
SHC3	SHC3	All Probes;FLT3 Signaling;MAPK family signaling cascades;Axon guidance;Signaling by NTRKs	RNA	Endogenous	01	0.826999589419515	0
SHC4	SHC4	All Probes	RNA	Endogenous	01	0.923780278090431	0
SIGIRR	SIGIRR	All Probes;Interleukin-1 family signaling;Toll-like Receptor Cascades	RNA	Endogenous	01	0.658720953600739	0
SIGLEC5	SIGLEC5	All Probes;Neutrophil degranulation;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	01	0.91481188286413	0
SIN3A	SIN3A	All Probes;Post-translational protein modification;Metabolism of lipids;Factors involved in megakaryocyte development and platelet production;Transcriptional regulation by RUNX1;Epigenetic regulation of gene expression;FOXO-mediated transcription	RNA	Endogenous	01	0.78029292853003	0
SIRPA	SIRPA	All Probes;Neutrophil degranulation;Cell-Cell communication;Cell surface interactions at the vascular wall	RNA	Endogenous	01	0.710886478669034	0
SIRPB2	SIRPB2	All Probes	RNA	Endogenous	01	0.785682062400497	0
SIRT4	SIRT4	All Probes;Organelle biogenesis and maintenance	RNA	Endogenous	01	0.902570351083012	0
SIX1	SIX1	All Probes	RNA	Endogenous	01	0.296705085677262	0
SKP1	SKP1	All Probes;TCR signaling;Cell Cycle;Interleukin-17 signaling;C-type lectin receptors (CLRs);Signaling by NOTCH;Fc epsilon receptor (FCERI) signaling;Post-translational protein modification;Diseases of signal transduction;Signaling by Hedgehog;Signaling by WNT;Transcriptional regulation by RUNX2;Class I MHC mediated antigen processing & presentation;Circadian Clock;Interleukin-1 family signaling;Signaling by the B Cell Receptor (BCR);Transport of small molecules;Toll-like Receptor Cascades;TNFR2 non-canonical NF-kB pathway	RNA	Endogenous	01	0.839246205811195	0
SKP2	SKP2	All Probes;Cell Cycle;Post-translational protein modification;Transcriptional regulation by RUNX2;Class I MHC mediated antigen processing & presentation	RNA	Endogenous	01	0.858251313314602	0
SLAMF1	SLAMF1	All Probes	RNA	Endogenous	01	0.813985886841258	0
SLAMF7	SLAMF7	All Probes;Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	RNA	Endogenous	01	0.729556185677965	0
SLC11A1	SLC11A1	All Probes;Neutrophil degranulation;Antimicrobial peptides;Transport of small molecules	RNA	Endogenous	01	0.7501970384503	0.333333333333333
SLC16A1	SLC16A1	All Probes;The citric acid (TCA) cycle and respiratory electron transport;Transport of small molecules;Cell surface interactions at the vascular wall	RNA	Endogenous	01	0.900310783837604	0
SLC1A5	SLC1A5	All Probes;Transport of small molecules	RNA	Endogenous	01	0.605614309562591	0
SLC2A1	SLC2A1	All Probes;Metabolism of vitamins and cofactors;Metabolism of carbohydrates;Transport of small molecules	RNA	Endogenous	01	0.902844193383169	0
SMAD2	SMAD2	All Probes;Signaling by NODAL;Post-translational protein modification;Diseases of signal transduction;Signaling by TGF-beta family members;FOXO-mediated transcription	RNA	Endogenous	01	0.651617434767542	0
SMAD3	SMAD3	All Probes;Signaling by NODAL;Signaling by NOTCH;Post-translational protein modification;Diseases of signal transduction;Signaling by TGF-beta family members;Interleukin-1 family signaling;FOXO-mediated transcription	RNA	Endogenous	01	0.775805760693619	0
SMAD4	SMAD4	All Probes;Signaling by NODAL;Post-translational protein modification;Diseases of signal transduction;Transcriptional regulation by RUNX2;Signaling by TGF-beta family members;FOXO-mediated transcription	RNA	Endogenous	01	0.6852757097623	0
SMAD5	SMAD5	All Probes;Signaling by TGF-beta family members	RNA	Endogenous	01	0.526432558793554	0
SMAD9	SMAD9	All Probes;Signaling by TGF-beta family members	RNA	Endogenous	01	0.87134453135732	0
SMAP1	SMAP1	All Probes	RNA	Endogenous	01	0.842116316047425	0
SMARCA4	SMARCA4	All Probes;Chromatin modifying enzymes;Signaling by WNT;Transcriptional regulation by RUNX1;Interleukin-7 signaling	RNA	Endogenous	01	0.382809316699825	0
SMC1A	SMC1A	All Probes;Cell Cycle;Signaling by Nuclear Receptors;Post-translational protein modification	RNA	Endogenous	01	0.639903289111673	0
SMC1B	SMC1B	All Probes;Cell Cycle	RNA	Endogenous	01	0.867064116357795	0
SMC3	SMC3	All Probes;Cell Cycle;Signaling by Nuclear Receptors;Post-translational protein modification	RNA	Endogenous	01	0.902897927196529	0
SMO	SMO	All Probes;Organelle biogenesis and maintenance;Signaling by Hedgehog;GPCR ligand binding	RNA	Endogenous	01	0.905987231576365	0
SMPD3	SMPD3	All Probes;Metabolism of lipids;Death Receptor Signalling	RNA	Endogenous	01	0.827600169086479	0
SNCA	SNCA	All Probes;Amyloid fiber formation	RNA	Endogenous	01	0.925574758118125	0
SOCS2	SOCS2	All Probes;Post-translational protein modification;Growth hormone receptor signaling;Interleukin-7 signaling	RNA	Endogenous	01	0.868131336943087	0
SOCS3	SOCS3	All Probes;Interleukin-6 family signaling;Post-translational protein modification;Interleukin-4 and Interleukin-13 signaling;Interferon Signaling;Transcriptional regulation by RUNX1;Class I MHC mediated antigen processing & presentation;Signaling by Leptin;Signaling by PTK6;Growth hormone receptor signaling	RNA	Endogenous	01	0.477160718614263	0
SOD2	SOD2	All Probes;Organelle biogenesis and maintenance;Cellular responses to external stimuli;Interleukin-12 family signaling;FOXO-mediated transcription	RNA	Endogenous	01	0.80133167291022	0
SOS1	SOS1	All Probes;Signaling by ERBB4;FLT3 Signaling;Signaling by PDGF;Signaling by Rho GTPases;Fc epsilon receptor (FCERI) signaling;Diseases of signal transduction;Interleukin-2 family signaling;MAPK family signaling cascades;DAP12 interactions;Signaling by Erythropoietin;Signaling by FGFR;Signaling by EGFR;Signaling by the B Cell Receptor (BCR);Death Receptor Signalling;Cell surface interactions at the vascular wall;Axon guidance;Signaling by NTRKs;GPCR downstream signalling;Platelet activation, signaling and aggregation	RNA	Endogenous	01	0.85741068873979	0
SOS2	SOS2	All Probes;Signaling by Rho GTPases;Interleukin-2 family signaling;Death Receptor Signalling;Axon guidance;GPCR downstream signalling	RNA	Endogenous	01	0.743898772239254	0
SOST	SOST	All Probes;Signaling by WNT	RNA	Endogenous	01	0.915729747282352	0
SOX10	SOX10	All Probes	RNA	Endogenous	01	0.935076698887705	0.166666666666667
SOX11	SOX11	All Probes	RNA	Endogenous	01	0.927302593756176	0
SOX17	SOX17	All Probes;Signaling by WNT	RNA	Endogenous	01	0.902951363127683	0
SOX2	SOX2	All Probes;Signaling by WNT;Interleukin-4 and Interleukin-13 signaling	RNA	Endogenous	01	0.650093466830555	0
SOX9	SOX9	All Probes;Signaling by WNT;Transcriptional regulation by RUNX2	RNA	Endogenous	01	0.4860593610396	0
SP1	SP1	All Probes;Cellular responses to external stimuli;Signaling by Nuclear Receptors;Metabolism of lipids;Signaling by TGF-beta family members;RNA polymerase II transcribes snRNA genes	RNA	Endogenous	01	0.836120375045545	0
SPA17	SPA17	All Probes	RNA	Endogenous	01	0.664153189327475	0
SPACA3	SPACA3	All Probes	RNA	Endogenous	01	0.920771543925948	0
SPIB	SPIB	All Probes	RNA	Endogenous	01	0.788677009563834	0
